,Category,Message,Length
4164,0,told come wednesday,35
4165,0,ok call mom instead fun,35
4166,1,dear voucher holder claim week offer pc pleas go http www wtlp co uk text ts cs appli,112
4167,0,well desper call armand,54
4168,0,work right,27
4169,1,congrat nokia video camera phone call call cost ppm ave call min vari mobil close post bcm ldn wc n xx,157
4170,0,heard anyth answer text guess flake said jb fantast,111
4171,0,mmmmmm love much ahmad wait year begin everi second take closer side happi new year love,157
4172,0,pl full name joke school co fee univers florida seem actual lt gt k pl holla back,124
4173,0,sorri call later,22
4174,0,ok said got wisdom teeth hidden insid n mayb need remov,77
4175,0,pl pl drink plenti plenti water,37
4176,0,queen go royal wed,71
4177,0,lag sad part keep touch thank skype,74
4178,0,ok lor go tog lor,28
4179,0,two team wait player,34
4180,0,send copi da report,34
4181,0,swhrt u dey hope ur ok tot u day love n miss take care,67
4182,0,ok da alreadi plan wil pick,41
4183,1,urgent pleas call abta complimentari spanish holiday cash await collect sae cs box po ez ppm,143
4184,0,sorri call later meet,33
4185,0,realli need shit tomorrow know awak like,83
4186,0,good regist vote,38
4187,0,hmm ok stay like hour co eye realli sore,61
4188,0,dear got bu directli calicut,32
4189,0,mm umma ask vava also come tell play later togeth,62
4190,0,well gener price lt gt oz let know much want,79
4191,0,sorri call later,22
4192,0,moment day valu morn bring hope afternoon bring faith even bring luv night bring rest wish u find today good morn,158
4193,0,lt gt w jetton ave forgot,37
4194,0,ok come home,23
4195,0,use foreign stamp countri,43
4196,1,doubl min txt month free bluetooth orang avail soni nokia motorola phone call mobileupd call optout n dx,149
4197,0,sorri lot friend friend stuff talk actual guy want buy,108
4198,1,free st week nokia tone ur mob everi week txt nokia get txting tell ur mate www getz co uk pobox w wq norm p tone,158
4199,1,want funk ur fone weekli new tone repli tone u text www rington co uk origin n best tone gbp network oper rate appli,155
4200,1,cmon babe make horni turn txt fantasi babe im hot sticki need repli cost cancel send stop,147
4201,0,come tomorrow di,23
4202,0,wyli updat weed dealer carlo went freedom class lunsford,81
4203,0,happi babi alright take job hope fine send kiss make smile across sea kiss kiss,154
4204,0,c movi juz last minut decis mah juz watch lar tot interest,84
4205,0,enjoy semest take care brother,54
4206,1,import inform orang user xxxxxx today ur lucki day find log onto http www urawinn com fantast prizeawait,157
4207,0,get door,22
4208,0,let use next week princess,34
4209,0,go home first lar wait lor put stuff first,68
4210,0,want kfc tuesday buy meal gravi mark,74
4211,0,da stupid da alway send like believ messag pandi mental,102
4212,0,oi gonna ring,22
4213,1,miss call alert number call left messag,72
4214,0,attend noth,32
4215,0,ard like dat lor juz meet mrt station dun haf come,76
4216,0,dear sleep p,26
4217,0,er mw im fill tuth aight,29
4218,0,offic around pm go hospit,52
4219,0,actual wait week start put ad,60
4220,0,anyth lor go go lor,44
4221,0,u free sat rite u wan watch infern affair wif n darren n mayb xy,77
4222,0,plz note anyon call mobil co amp ask u type lt gt lt gt disconnect call coz iz attempt terrorist make use sim card itz confirmd nokia n motorola n verifi cnn ibn,263
4223,0,yo around friend mine lookin pick later tonight,65
4224,0,stupid auto correct phone,31
4225,0,doubl evict week spiral michael good riddanc,73
4226,0,world suffer lot violenc bad peopl silenc good peopl gud night,127
4227,0,ok that cool either raglan rd edward rd behind cricket ground gimm ring ur closebi see tuesday,131
4228,0,buy one egg da pleas,31
4229,0,start skye,24
4230,0,bookedth hut also time way,71
4231,0,sever sir,23
4232,0,u realli pig leh sleep much dad wake smth eat lunch today,79
4233,0,home pleas call,24
4234,0,love hope anyth drastic dare sell pc phone,97
4235,0,reach home tire come tomorro,71
4236,1,freemsg record indic may entitl pound accid claim free repli ye msg opt text stop,157
4237,1,u win music gift voucher everi week start txt word draw tsc www idew com skillgam winaweek age ppermesssubscript,159
4238,0,life style garment account pleas,38
4239,0,lol wtf random btw lunch break,44
4240,0,sez how u de arab boy hope u r good give love evri love ya eshxxxxxxxxxxx,88
4241,0,lay man let know miss thought great day send bimbo ugo number ill appreci safe,155
4242,0,detroit home snow enjoy,36
4243,1,show ur colour euro offer get england flag lion tone ur phone click follow servic messag info,135
4244,0,oki,7
4245,0,aight chillin friend room text way,71
4246,0,toshiba porteg gd,27
4247,0,well welp sort semiobscur internet thing,49
4248,1,text pass collect polyphon rington normal gpr charg appli enjoy tone,105
4249,1,accordingli repeat text word ok mobil phone send,74
4250,0,loosu go hospit de dont let careless,46
4251,0,much eighth,23
4252,0,omg joanna freak look thru friend find photo ask stuff myspac even log like year,183
4253,0,send ur birthdat month year tel u ur life partner name method calcul repli must,118
4254,0,juz havent woke bit blur blur dad went liao cant cum oso,92
4255,0,cloth jewelri trip,38
4256,1,block breaker come delux format new featur great graphic mobil buy repli get bbdelux take challeng,156
4257,0,aah cuddl would lush need lot tea soup kind fumbl,87
4258,1,import inform orang user today lucki day find log onto http www urawinn com fantast surpris await,152
4259,0,late,29
4260,0,sad stori man last week b day wife nt wish parent forgot n kid went work even colleagu wish,154
4261,0,plan famili set stone,45
4262,0,pl dont forget studi,24
4263,0,never believ actual got taunton wow,69
4264,0,den weekday got special price haiz cant eat liao cut nail oso muz wait finish drivin wat lunch still muz eat wat,140
4265,0,broke list reason nobodi town tell sarcast faggi,114
4266,0,lt decim gt common car better buy china asia find less expens holla,131
4267,0,greatest test courag earth bear defeat without lose heart gn tc,85
4268,0,sorri im stil fuck last nite went tobe got work,75
4269,0,hey what plan sat,31
4270,0,beauti sleep help ur pimpl,37
4271,0,great hope use connect mode men also co never know old friend lead today,122
4272,1,natalja f invit friend repli ye see www sm ac u nat stop send stop frnd,136
4273,0,get,19
4274,0,kind miss train co asthma attack nxt one half hr drive sure park,106
4275,0,ball move lot spin last difficult bat,67
4276,0,haiyoh mayb hamster jealou million,51
4277,0,pleas send aunti number,40
4278,0,glad follow dream,40
4279,0,reach home final,28
4280,1,urgent import inform user today lucki day find log onto http www urawinn com fantast surpris await,163
4281,1,winner valu network custom select receivea prize reward claim call claim code kl valid hour,157
4282,0,wn u r hurt prsn close u fight wit dem coz somtim di fight save relat bt quiet leav nothin relat gud eveb,152
4283,0,u call,17
4284,0,scienc tell chocol melt sunlight pleas walk sunlight bcoz want loss sweet friend,138
4285,0,ye come nyc audiit tri reloc,60
4286,0,pock,28
4287,0,congrat great want tell tell score co might make relax motiv thank share,142
4288,0,wud never mind u dont miss u dont need u wil realli hurt wen u need amp u dont tell take care,139
4289,0,hey mr what name bill brison book one languag word,79
4290,0,okay good problem thanx,34
4291,0,inform ikea spell cap yell thought left sit bed among mess came said go got home class pleas tri bullshit make want listen less,290
4292,0,call u done,25
4293,0,g w r,5
4294,0,best watch say caus get drunk motherfuck,63
4295,1,kit strip bill p netcollex ltd po box ig oja,74
4296,1,hmv bonu special pound genuin hmv voucher answer easi question play send hmv info www percent real com,155
4297,1,pleas call immedi urgent messag wait,81
4298,1,thesmszon com let send free anonym mask messag im send messag see potenti abus,138
4299,1,well done costa del sol holiday await collect call toclaim sae tc pobox stockport sk xh cost pm max min,160
4300,0,hurt teas make cri end life die plz keep one rose grave say stupid miss u nice day bslvyl,153
4301,0,erm woodland avenu somewher get parish magazin telephon number,104
4302,0,ta job avail let know pleas co realli need start work,82
4303,0,aiyar hard type u later free tell call n scold n tell u,74
4304,0,yup free,15
4305,0,good good billi mate gone jog enjoy concert,77
4306,0,yo come carlo soon,37
4307,0,awww dat sweet think someth nice time tonight ill probabl txt u later co im lone xxx,129
4308,0,guess useless call u someth import,54
4309,0,ha ha pop loo hello ed hello,63
4310,0,dint tell anyth angri told abi,66
4311,1,someon u know ask date servic contact cant guess call reveal po box wu,134
4312,0,happen r waxsto wat want come ill get medic insur abl deliv basic care current shop right medic insur give til friday morn that see major person guid right insur,329
4313,0,keep ten rs shelf buy two egg,40
4314,0,well babe swollen gland throat end,86
4315,0,ur chang da report big co alreadi made chang da previou report,82
4316,0,captain room,24
4317,0,speak bcaz mobil problem listen cann listen voic call later,111
4318,0,hiya stu wot u im much trubl home moment evon hate even u wot hell av done wont u tell text bck pleas luv dan,155
4319,0,take mokka player,36
4320,0,still play gautham,35
4321,0,hey mr go sea view coupl gay mean game give bell ya finish,111
4322,0,k jason say gonna around around lt gt,72
4323,0,sorri abl get see morn,61
4324,0,aight well keep inform,27
4325,0,number sir,30
4326,0,search good dual sim mobil pa,46
4327,0,seem unnecessarili hostil,32
4328,0,dude got haircut breezi,43
4329,1,congrat mobil g videophon r call videochat wid ur mate play java game dload polyh music nolin rentl bx ip pm,161
4330,0,appl day doctor tulsi leaf day cancer lemon day fat cup milk day bone problm litr watr day diseas snd th u care,154
4331,0,thought king hill thing,55
4332,0,nope come onlin,27
4333,0,also tell said happi birthday,35
4334,0,bishan lei tot say lavend,37
4335,0,boo time u get u suppos take shop today,70
4336,0,u sound like manki scous boy steve like travel da bu home wot u inmind recreat di eve,115
4337,0,fyi take quick shower epsilon like lt gt min,68
4338,0,tuesday night r u real,29
4339,0,ye appt,27
4340,0,got outta class gonna go gym,34
4341,0,want sent lt gt mesag today that sorri hurt,66
4342,0,write wat,20
4343,0,ha say read anyth way u seem like judgement save friday pub,139
4344,0,valentin game send di msg ur friend answer r someon realli love u que colour suit best,150
4345,0,hi ask waheeda fathima leav,49
4346,0,enjoy urself tmr,19
4347,0,still around could use half th,40
4348,1,u secret admir look make contact u find r reveal think ur special call,145
4349,0,give us back id proof lt gt rs wont allow work come home within day,113
4350,0,bot note oredi co juz rem got,43
4351,0,ye rent expens way save,51
4352,0,night end anoth day morn come special way may smile like sunni ray leav worri blue blue bay gud mrng,156
4353,0,how pain dear r u smile,33
4354,0,fun fact although would think armand would eventu build toler shit consid much smoke get fuck like hit,157
4355,1,import inform orang user xxxxxxx today lucki day find log onto http www urawinn com fantast surpris await,163
4356,0,sorri help,32
4357,0,great send account number,46
4358,0,hellogorg how u fone charg lst nitw wen u texd hopeu ad nice wkend im sure u lookin ward c u mrw luv jaz,142
4359,1,date servic ask contact u someon shi call reveal pobox uz p,126
4360,0,send content page,35
4361,0,night sweet sleep well see exorc emili rose may never sleep hug snog,116
4362,0,think u got think use got good ni,90
4363,0,right second gotta hit peopl first,52
4364,0,evri emot dsn hav word evri wish dsn hav prayr u smile world wit u othrwis even drop tear dsn lik stay wit u b happi good morn keep smile,180
4365,0,rememb,39
4366,0,ujhhhhhhh comput ship address sandiago parantella lane wtf poop,87
4367,0,mm ye dear look hug p,47
4368,0,like di sweater fr mango size alreadi irrit,70
4369,0,number gonna massiv pain ass rather get involv possibl,121
4370,0,anytim lor,14
4371,1,want new video handset time network min unlimit text camcord repli call del sat,135
4372,0,puriti friendship two smile read forward messag smile see name gud evng,142
4373,1,ur balanc next question complet landmark big bob b barri c ben text b c good luck,132
4374,0,fine absolutli fine,23
4375,0,k sure consent form v,64
4376,1,ur tonex subscript renew charg choos poli month www clubz co uk bill msg,145
4377,1,prize go anoth custom c www c biz p min polo ltd suit london w j hl pleas call back busi,144
4378,0,much torch ja,25
4379,0,noth u dinner w us,45
4380,0,check,36
4381,0,done internet connect v slow send tri later first thing tomo,99
4382,0,mathew tait edward anderson,38
4383,0,yeah sure thing mate haunt got stuff sort im go sound anyway promot hex way dont know number joke,142
4384,0,need lar go engin co si art today,51
4385,0,thank honey still heard anyth leav bit longer crowd tri later great advic thank hope cardiff still,163
4386,1,want new nokia colour phone deliv tomorrow free minut mobil free text free camcord repli call,156
4387,0,im snowboard trip wonder plan get everyon togeth befor go meet greet kind affair cheer,145
4388,0,watch live,27
4389,0,see christmassi,41
4390,0,k readi lt gt,25
4391,0,know god creat gap finger one made come amp fill gap hold hand love,151
4392,0,greatest test courag earth bear defeat without lose heart gn tc,85
4393,0,new year plan,30
4394,1,recpt order rington order process,72
4395,0,baaaaaaaab wake miss crave need,60
4396,0,got messag ignor ye shop,74
4397,0,dear mood cant drive brother drive,61
4398,0,dad get back,22
4399,0,tell shola pleas go colleg medicin visit academ depart tell academ secretari current situat ask transfer ask someon check sagamu thing lautech vital complet medic educ nigeria less expens much less expens unless get citizen rate new zealand,408
4400,0,ye finish watch day live love,56
4401,0,juz go googl n search qet,31
4402,0,mani time lose best one bcoz,44
4403,0,good friend care close friend understand true friend stay forev beyond word beyond time gud ni,138
4404,0,get back home,22
4405,0,sorri call later lt gt min,38
4406,0,dun need use dial juz open da browser n surf,53
4407,1,one regist subscrib u enter draw g b gift voucher repli enter unsubscrib text stop,132
4408,0,awesom plan get time like lt gt text detail wee bit,93
4409,0,take care sleep well need learn chang life need get convinc wait convers us get convinc time famili mani sens respect overemphasis u role life,283
4410,1,chanc win free bluetooth headset simpli repli back adp,81
4411,0,also didnt get na hi hi hi hi hi,36
4412,0,ya cant display intern sub gotta extract,60
4413,0,said anyth wrong sorri de,36
4414,0,sad stori man last week b day wife nt wish parent forgot n kid went work even colleagu wish,154
4415,0,stupid say challeng god dont think write instead respond im,103
4416,0,yeah abl text readi meet,65
4417,0,v skint fanci bevi waz gona go meet othr spoon jst bin watchng planet earth sofa v comfey dont make hav gd night,149
4418,0,say quit least time day wudn take much notic nah mind gonna see want come taunton tonight u tell,199
4419,0,get free call,26
4420,0,littl darl far week need coffe run tomo believ time week alreadi,122
4421,0,ok msg u b leav hous,31
4422,0,still west coast haiz take forev come back,64
4423,0,mmm fuck merri christma,39
4424,0,alright thank advic enjoy night tri get sleep,83
4425,0,updat face book statu frequent,42
4426,0,saw messag k da,35
4427,0,someth u ate,23
4428,0,bank say money,41
4429,0,aiyar dun disturb u liao thk u lot aft ur cupboard come,72
4430,0,hey r watch movi tonight prob b home earli,66
4431,0,yar lor u noe u use dat rout,43
4432,0,mro come gym machan goodnight,46
4433,0,dont think need yellow card uk travel ask someon gone lt gt buck,116
4434,0,u look da lib got stuff havent finish yet,56
4435,0,sound great im go sleep good night,55
4436,1,b floppi b snappi happi gay chat servic photo upload call p min stop text call,137
4437,0,hous maid murder coz man murder lt gt th januari public holiday govt instituit close includ post offic understand,166
4438,0,come u got noth,29
4439,0,noth ever easi look reason take risk life love,96
4440,0,want grasp pretti booti,36
4441,0,got tea sure flavour,49
4442,0,go orchard lareadi reach soon u reach,61
4443,0,dear deni word pleas,39
4444,0,know old dom told yesterday name roger got touch last night want meet today pm,141
4445,0,come back tampa ffffuuuuuuu,30
4446,0,celebr b day els,29
4447,0,merri christma u anni,31
4448,0,pleas tell special stock talk,73
4449,0,sent like,25
4450,1,urgent ur award complimentari trip eurodisinc trav aco entri claim txt di morefrmmob shracomorsglsuplt ls aj,159
4451,0,awesom minut,29
4452,0,problem walk around julianaland oblivi go around say thing constantli go one ear go whatev want know upset listen tell go upset want surpris mad,379
4453,0,told everyth stop dont let get dehydr,69
4454,0,guess lt gt min,26
4455,0,home ard wat time u reach,36
4456,0,storm msg wen u lift phne u say hello u knw wt real mean hello name girl ye u knw dat girl margaret hello girlfrnd f grahmbel invnt telphon moral one get name person bt girlfrnd g n g h,324
4457,0,want mapquest someth look usf dogwood drive tini street park lot,116
4458,0,aight plan come later tonight,50
4459,0,die accident delet e msg suppos put e sim archiv haiz sad,89
4460,1,welcom uk mobil date msg free give free call futur mg bill p daili cancel send go stop,149
4461,0,wish great day moji told offer alway speechless offer easili go great length behalf stun exam next friday keep touch sorri,237
4462,0,thank repli today ur visa come r u still buy gucci bag sister thing easi uncl john also bill realli need think make money later sha,236
4463,0,sorri flake last night shit serious goin roommat tonight,95
4464,0,said look pretti wif long hair wat thk cut quit short leh,85
4465,0,ranjith cal drpd deeraj deepak min hold,44
4466,0,cheer callin babe sozi culdnt talkbut wannatel u detail later wenwecan chat properli x,95
4467,0,hey u still gym,23
4468,0,said u mind go bedroom minut ok sed sexi mood came minut latr wid cake n wife,145
4469,0,much better thank lol,26
4470,0,noth smsing u n xy lor sorri lor da guy neva c u person sort know u lor u wan meet xy ask bring u along next meet,160
4471,0,lemm know swing pick free basic time semest,97
4472,0,wa u effici gee thanx,39
4473,1,receiv mobil content enjoy,47
4474,0,abl sleep,24
4475,1,want explicit sex sec ring cost p min,65
4476,0,meet soon princess ttyl,33
4477,0,pick pm go taunton still want come,76
4478,0,oh outsid player allow play know,49
4479,0,anyth lor,15
4480,0,erutupalam thandiyachu,22
4481,0,cant u tri new invent fli joke,51
4482,0,ful song lyric,28
4483,0,u reckon need arrang transport u thank,69
4484,0,true lov n care wil nevr go unrecogn though somon often make mistak valu definitli undrstnd start miss,159
4485,0,shop eh ger toke abt syd leh haha,44
4486,0,stand,24
4487,0,good weekend,20
4488,0,miss call miss call khelat kintu opponent miss call dhort lage that rule one great phone receiv qualiti win,126
4489,0,call get chanc plz lt,41
4490,0,new deu ex game comin earli next yr,40
4491,0,comput fri essenti part keep spare fuck idiot roommat looovvv leav thing run full lt gt,162
4492,0,friend studi warwick plan go shop concert tmw may cancel havn seen age yeah get togeth sometim,171
4493,0,probabl coupl hour top,28
4494,0,lol grin babe thank think,62
4495,0,man bu slow think gonna get,71
4496,0,hope text meet smile let text give reason smile beauti day,109
4497,0,case wake wonder forgot take care someth grandma today done parad,135
4498,0,ok,2
4499,1,latest nokia mobil ipod mp player proze guarante repli win norcorp ltd mtmsgrcvd,123
4500,1,sm servic inclus text credit pl goto www comuk net login qxj unsubscrib stop extra charg help comuk cm ae,158
4501,0,nvm take ur time,17
4502,0,wat da decis,21
4503,0,wot u bitch,25
4504,0,stupid possibl,23
4505,0,told hr want post chennai work,74
4506,1,mobil club choos top qualiti item mobil cfca,73
4507,0,guy leav,26
4508,0,neva grumbl sad lor hee buy tmr lor aft lunch still meetin lunch tmr neva hear fr lei got lot work ar,148
4509,0,abl anyth,24
4510,0,takin linear algebra today,29
4511,0,weekend fine excus much decor,62
4512,0,sorri miss babe late slept hope enjoy drive lesson boytoy miss teas kiss,132
4513,0,project pa come,43
4514,1,money wine number wot next,51
4515,0,sure whenev show fuck gt,42
4516,0,random saw old roomat campu graduat,58
4517,1,congrat mobil g videophon r call videochat wid ur mate play java game dload polyh music nolin rentl bx ip pm,161
4518,0,men alway need beauti intellig care love adjust cooper wife law allow one wife,125
4519,0,suck got plan yo valentin yo valentin,94
4520,0,got part nottingham hr mile good thing love man much mph hey ho,104
4521,0,think one say clearli ok leav need ask go come,94
4522,0,hi good mornin thanku wish u,39
4523,0,u want meet morro,26
4524,0,actual decid hungri left yet v,60
4525,0,sent part,21
4526,0,co shop wif darren ju n call ask wat present wan lor start guess wif n final guess darren lor,158
4527,1,want cock hubbi away need real man satisfi txt wife string action txt stop end txt rec ea otbox la ws,162
4528,0,understand loss gain work school,58
4529,0,u miss u havent much bit bore holiday want go bak colleg sad isnt xx,120
4530,0,hiya probabl come home weekend next,47
4531,0,forget though love walk besid watch keep heart warm,110
4532,0,wish thing differ wonder abl show much valu pl continu brisk walk drug without askin pleas find thing laugh love dearli,205
4533,0,ok day make dinner tonit invit,73
4534,1,gr new servic live sex video chat mob see sexiest dirtiest girl live ur phone detail text horni cancel send stop,160
4535,0,money steve mate,31
4536,0,im late tellmiss im way,29
4537,0,never blame day ur life good day give u happi bad day give u experi essenti life god bless good morn,152
4538,0,normal use drink water daili,42
4539,0,dare ask luck sort car,48
4540,0,parti place usf charg contribut way greatli appreci yeah got room one,137
4541,0,urgh coach hot smell chip fat thank especi duvet predict text word,105
4542,0,hiya last night naughti bought cloth littl readi shop tho kind time wanna meet,155
4543,1,freemsg hi babi wow got new cam mobi wanna c hot pic fanci chat im w utxt rpli chat hlp msg p rcv,143
4544,0,tri reach without success,45
4545,0,derek done class,35
4546,0,never lei v lazi got wat dat day send da url cant work one,77
4547,0,never tri alon take weight tear come ur heart fall ur eye alway rememb stupid friend share bslvyl,159
4548,0,hey mate spoke mag peopl deliv end month deliv th sept talk later,123
4549,0,hope good week check,49
4550,0,haha friend tyler liter ask could get dubsack,73
4551,0,hey u fanci meetin cha hav lil beverag txt ring meet l r quit tire got v pist love pete x x x,161
4552,0,great safe trip dont panic surrend,50
4553,0,symptom u love u like listen song u get stop u see name belov u get angri,137
4554,0,sun ah thk mayb dun anythin thk book e lesson e pilat orchard mrt u noe hor,118
4555,0,tri someth dear read someth exam,54
4556,0,wonder world th th ur style th ur smile th ur person rd ur natur nd ur sm st ur love friendship good morn dear,151
4557,0,gettin rdi ship comp,23
4558,0,hospit da return home even,52
4559,0,piss talk someon realis u point read backward,90
4560,0,think da wil,23
4561,0,awak oh,24
4562,0,good afternoon boytoy goe walk day get polic abstract still wake miss babe,156
4563,0,much u tri get,25
4564,0,come around lt decim gt pm vikki otsid nw il come tht time,73
4565,0,tell address,34
4566,0,honeybe said sweetest world god laugh amp said wait u havnt met person read msg moral even god crack joke gm gn ge gn,158
4567,0,buy blackberri bold torch buy new use let know plu say buy lt gt g wifi ipad say lt gt g,208
4568,0,togeth thinkin,56
4569,0,hiya how go sunni africa hope u r avin good time give big old silver back big kiss,112
4570,0,time come tomorrow,35
4571,1,wanna laugh tri chit chat mobil logon txting word chat send cm po box london w zf p msg rcvd,156
4572,0,cha quiteamuz scool babe probpop cu satthen hunni brekki love jen xxx psxtra lrg portion pleas,119
4573,0,omg u know ate,30
4574,1,urgent nd attempt contact u u call b csbcm wc n xx callcost ppmmobilesvari max,142
4575,0,,24
4576,0,directli behind abt row behind,45
4577,1,congratul ur award cd voucher gift guarante free entri wkli draw txt music,115
4578,1,contract mobil mnth latest motorola nokia etc free doubl min text orang tariff text ye callback remov record,159
4579,1,urgent call landlin complimentari ibiza holiday cash await collect sae cs po box sk wp ppm,152
4580,0,plan yet,34
4581,0,hi engag fixd lt gt th next month know realli shock bt hmm njan vilikkam ws al sudn,142
4582,0,cours math one day one chapter one month finish,75
4583,0,wow think common take back ur freak unless u chop,95
4584,1,ur chanc win wkli shop spree txt shop c www txt shop com custcar x p wk,126
4585,0,noooooooo pleas last thing need stress life fair,77
4586,1,u secret admir look make contact u find r reveal think ur special call stopsm ppm,158
4587,1,mila age blond new uk look sex uk guy u like fun text mtalk pp txt st free increment help,158
4588,0,see swing bit got thing take care firsg,79
4589,0,want wish happi new year want talk legal advic gari split person make trip ptbo hope everyth good babe love ya,229
4590,0,finish work yet someth,44
4591,0,tomorrow go theatr come wherev u call tell come tomorrow,117
4592,1,well done england get offici poli rington colour flag yer mobil text tone flag opt txt eng stop box w wx,155
4593,0,right wasnt phone someon number like,70
4594,0,ok wun b angri msg u aft come home tonight,53
4595,0,good time nice someth bit differ weekend chang see ya soon,106
4596,0,yo sorri shower sup,30
4597,0,carlo pick swing usf littl bit,86
4598,0,full heat pa appli oil pa,38
4599,0,stuck da middl da row da right hand side da lt,66
4600,0,laid airtel line rest,39
4601,0,hi u decid wot get bday ill prob ju get voucher frm virgin sumf,96
4602,1,freemsg txt call claim reward hour talk time use phone subscrib gbp mnth inc hr stop txtstop,144
4603,0,hey j r u feel better hopeso hunni amnow feelin ill ithink may tonsolitusaswel damn iam layin bedreal bore lotsof luv xxxx,153
4604,0,plan stay night prolli back til late,73
4605,0,thanx puttin da fone,35
4606,0,need th campu atm could pick hour two,72
4607,0,oh haha den shld went today gee nvm la kaiez dun mind goin jazz oso scare hiphop open cant catch,133
4608,0,run manag minut need oxygen might resort roller option,106
4609,0,live next lt gt min,35
4610,0,de ask like,22
4611,0,glad talk,31
4612,0,wat time finish,18
4613,0,sorri da gone mad mani pend work,54
4614,0,much got clean,29
4615,0,how favourit person today r u workin hard sleep last nite nearli rang u,101
4616,1,sunshin quiz win super soni dvd record cannam capit australia text mquiz b,108
4617,0,call dad oredi,21
4618,0,good think could send pix would love see top bottom,89
4619,0,nvm go wear sport shoe anyway go late leh,75
4620,0,sorri call later meet,34
4621,0,long fuckin showr,27
4622,0,receiv understood n act upon,34
4623,0,final came fix ceil,37
4624,0,u need presnt alway bcz u cant mi love jeevithathil irulina neekunna prakasamanu sneham prakasam ennal prabha mn prabha love got dont mi,170
4625,0,ju finish blow hair u finish dinner alreadi,52
4626,0,bu love,24
4627,0,lol knew saw dollar store,54
4628,1,pleas call custom servic repres pm guarante cash prize,137
4629,1,today voda number end select receiv reward match pleas call quot claim code standard rate appli,165
4630,0,saturday sunday holiday difficult,56
4631,0,everybodi fun even miss,41
4632,0,got hella ga money want go grand natur adventur galileo littl bit,89
4633,0,meet call later,34
4634,0,oh wow that gay firmwar updat help,43
4635,0,move morphin,43
4636,0,come din c yup cut hair,42
4637,0,k k pa lunch aha,26
4638,0,oh ho first time u use type word,55
4639,0,captain vijaykanth comedi captain tv drunken,66
4640,0,cours guess god got hold right,55
4641,0,hide anythi keep distanc,49
4642,0,havent,7
4643,1,rip get mobil content www clubmobi com call poli true pix rington game six download,143
4644,0,sorri din lock keypad,27
4645,0,u got person stori,28
4646,0,plan come chennai,33
4647,1,tri contact repli offer video phone anytim network min half price line rental camcord repli call,155
4648,0,god creat gap btwn ur finger dat sum vri special fill gap hold ur hand plz dont ask creat much gap leg,157
4649,0,okay go sleep later,38
4650,0,pleas protect e threat sib never ask sensit inform like password atm sm pin thru email never share password anybodi,159
4651,0,final happen aftr decad beer cheaper petrol gover expect us drink drive,135
4652,1,xma reward wait comput randomli pick loyal mobil custom receiv reward call,155
4653,0,r e meet tmr,22
4654,0,lol ye add spice day,48
4655,0,hope great day,32
4656,0,prasanth ettan mother pass away last night pray famili,80
4657,0,k work someth,26
4658,1,privat account statement show un redeem point call identifi code expir,136
4659,0,messag great doctor india drink appi fizz contain cancer caus age,106
4660,0,cant pick phone right pl send messag,51
4661,0,call tell infront call,56
4662,0,ok prob,13
4663,0,ladi first genu second k,33
4664,0,ye pleas swim,30
4665,0,mum go robinson alreadi,31
4666,0,ok set let u noe e detail later,35
4667,0,tel softwar name,24
4668,0,send print out da,26
4669,0,im reali soz imat mum nite moro,48
4670,0,born god said oh anoth idiot born god said oh competit knew one day two becom freind forev,159
4671,0,didnt get ur full msg sometext miss send,59
4672,0,probabl almost ga get cash tomorrow,64
4673,1,custom servic announc recent tri make deliveri unabl pleas call schedul ref,152
4674,0,forgot ask smth card da present lei want write smth sign,107
4675,0,leav hous,25
4676,1,hi babe chloe r u smash saturday night great weekend u miss sp visionsm com text stop stop p text,160
4677,0,readi call,23
4678,0,wewa iriv mb,36
4679,0,good thing get connect bw,55
4680,0,sri da jst nw came home,36
4681,0,cool night lemm know around,66
4682,0,stay town,25
4683,0,haha yeah oz kind shitload,37
4684,0,ok u take shop u get paid,44
4685,0,life mean lot love life love peopl life world call friend call world ge,160
4686,0,alright bring see like lt gt min,63
4687,0,pl dont play other life,33
4688,0,eatin lunch,17
4689,0,hmmm give one day,40
4690,0,tri g decid head,43
4691,0,ok prob,10
4692,0,surli ill give come review,51
4693,0,march end readi call sure problem capit never complet far work ladi,154
4694,0,tessi pl favor pl convey birthday wish nimya pl dnt forget today birthday shija,113
4695,0,pl give food prefer pap slowli load sugar take hour give water slowli,147
4696,1,urgent mobil award bonu caller prize nd attempt contact call box qu,154
4697,0,guy get use dumb realiz,50
4698,0,okey dokey bit sort stuff,62
4699,0,da what plan,26
4700,0,ye fine,8
4701,1,win winner mr foley ipod excit prize soon keep eye ur mobil visit www win co uk,132
4702,0,like new mobil,22
4703,0,anytim,10
4704,0,mmmmmmm snuggl deep content sigh whisper fuck love much bare stand,124
4705,0,yar say got error,32
4706,0,hey anyway,24
4707,0,wow healthi old airport rd lor cant thk anyth els b bath dog later,95
4708,0,wif famili book tour packag,35
4709,0,say bold torch later one torch bold,59
4710,0,haha awesom might need take doin tonight,73
4711,0,ya knw u vl giv ok thank kano anyway enjoy wit ur famili wit st salari,88
4712,0,huh slow tot u reach long ago liao u day leh,77
4713,0,that cool princess cover face hot sticki cum,64
4714,0,big brother realli scrape barrel shower social misfit,74
4715,0,oop thk dun haf enuff go check tell,54
4716,0,min go lunch,26
4717,0,hey happen u switch ur cell whole day isnt good u care give call tomorrow,112
4718,0,k addi amp art get home,77
4719,0,uncl atlanta wish guy great semest,53
